Timestamp,Humidity
1514765400,51.510000000000005
1514766000,51.65
1514766600,51.815
1514767200,51.86500000000001
1514767800,51.79
1514768400,51.855
1514769000,51.9
1514769600,51.935
1514770200,52.06
1514770800,51.99499999999999
1514771400,52.279999999999994
1514772000,52.254999999999995
1514772600,52.30500000000001
1514773200,52.54
1514773800,52.485
1514774400,52.825
1514775000,53.239999999999995
1514775600,54.080000000000005
1514776200,54.74499999999999
1514776800,54.9
1514777400,55.05499999999999
1514778000,55.013333333333335
1514778600,54.98
1514779200,55.075
1514779800,54.99499999999999
1514780400,55.19999999999999
1514781000,55.105
1514781600,55.27
1514782200,55.39000000000001
1514782800,55.05
1514783400,54.95
1514784000,55.56500000000001
1514784600,55.864999999999995
1514785200,55.81
1514785800,55.86499999999999
1514786400,55.85
1514787000,55.910000000000004
1514787600,56.17999999999999
1514788200,56.169999999999995
1514788800,56.20333333333333
1514789400,56.330000000000005
1514790000,56.40999999999999
1514790600,56.47666666666667
1514791200,56.56833333333334
1514791800,56.588333333333345
1514792400,56.57166666666667
1514793000,56.608333333333334
1514793600,56.633333333333326
1514794200,56.68833333333333
1514794800,56.68666666666667
1514795400,56.751666666666665
1514796000,56.80666666666667
1514796600,56.92166666666667
1514797200,57.14166666666667
1514797800,58.06
1514798400,57.45666666666667
1514799000,57.355
1514799600,57.364999999999995
1514800200,57.44
1514800800,57.20833333333333
1514801400,57.14
1514802000,57.276666666666664
1514802600,56.95666666666666
1514803200,56.65666666666666
1514803800,56.42666666666666
1514804400,56.598333333333336
1514805000,57.36499999999999
1514805600,57.58166666666667
1514806200,57.67166666666668
1514806800,57.713333333333345
1514807400,57.788333333333334
1514808000,57.86333333333333
1514808600,57.98833333333333
1514809200,58.03499999999999
1514809800,58.088333333333345
1514810400,58.160000000000004
1514811000,58.23833333333333
1514811600,58.238333333333344
1514812200,58.265
1514812800,58.31166666666667
1514813400,58.15666666666667
1514814000,58.14833333333333
1514814600,58.22833333333333
1514815200,58.28000000000001
1514815800,58.45333333333333
1514816400,58.44
1514817000,58.501666666666665
1514817600,58.47166666666667
1514818200,58.50833333333334
1514818800,58.66833333333334
1514819400,58.76333333333332
1514820000,58.85
1514820600,58.766666666666666
1514821200,58.83333333333333
1514821800,58.80666666666666
1514822400,58.730000000000004
1514823000,58.68499999999999
1514823600,58.635000000000005
1514824200,58.614999999999995
1514824800,58.63333333333334
1514825400,58.711666666666666
1514826000,55.33166666666666
1514826600,57.71833333333333
1514827200,57.76333333333332
1514827800,57.86999999999999
1514828400,58.036666666666676
1514829000,58.335
1514829600,58.419999999999995
1514830200,58.36166666666666
1514830800,58.3
1514831400,59.004999999999995
1514832000,59.463333333333345
1514832600,59.08166666666666
1514833200,59.633333333333326
1514833800,57.94833333333334
1514834400,57.43000000000001
1514835000,57.56666666666666
1514835600,57.55833333333334
1514836200,57.55666666666666
1514836800,57.59333333333333
1514837400,57.470000000000006
1514838000,57.1
1514838600,57.144999999999996
1514839200,57.160000000000004
1514839800,57.15833333333334
1514840400,57.258333333333326
1514841000,57.91166666666667
1514841600,58.20666666666666
1514842200,58.47666666666665
1514842800,58.878333333333345
1514843400,59.001666666666665
1514844000,58.48333333333333
1514844600,57.84166666666666
1514845200,57.76833333333334
1514845800,57.669999999999995
1514846400,57.65
1514847000,57.94666666666667
1514847600,57.875
1514848200,57.88000000000001
1514848800,57.995000000000005
1514849400,58.13666666666667
1514850000,58.091666666666676
1514850600,58.114999999999995
1514851200,58.10166666666667
1514851800,58.35166666666667
1514852400,59.11500000000001
1514853000,60.00666666666666
1514853600,59.77166666666667
1514854200,59.83166666666667
1514854800,59.788333333333334
1514855400,59.754999999999995
1514856000,59.72833333333333
1514856600,59.64333333333333
1514857200,59.716666666666676
1514857800,59.723333333333336
1514858400,59.67666666666666
1514859000,59.51166666666668
1514859600,59.32333333333334
1514860200,59.21333333333333
1514860800,58.90333333333333
1514861400,59.620000000000005
1514862000,59.753333333333345
1514862600,59.835
1514863200,59.80833333333334
1514863800,59.66833333333333
1514864400,59.496666666666655
1514865000,59.38166666666666
1514865600,59.25166666666668
1514866200,59.19166666666666
1514866800,59.44
1514867400,59.325
1514868000,59.10999999999999
1514868600,58.96333333333333
1514869200,58.83666666666666
1514869800,58.79
1514870400,58.75
1514871000,58.775
1514871600,58.80999999999999
1514872200,58.833333333333336
1514872800,58.839999999999996
1514873400,58.88499999999999
1514874000,58.88499999999999
1514874600,58.879999999999995
1514875200,58.89999999999999
1514875800,58.94833333333334
1514876400,58.986666666666665
1514877000,58.95333333333333
1514877600,59.0
1514878200,59.0
1514878800,59.02833333333334
1514879400,59.10000000000001
1514880000,59.10000000000001
1514880600,59.10000000000001
1514881200,59.108333333333334
1514881800,59.2
1514882400,59.2
1514883000,59.258333333333326
1514883600,59.28499999999999
1514884200,59.295
1514884800,59.3
1514885400,59.339999999999996
1514886000,59.34833333333332
1514886600,59.38499999999999
1514887200,59.39999999999999
1514887800,59.39999999999999
1514888400,59.44833333333334
1514889000,59.48499999999999
1514889600,59.5
