Timestamp,Pressure
1509495000,1017.3520000000001
1509495600,1017.4487333333333
1509496200,1017.5638333333334
1509496800,1017.5506666666666
1509497400,1017.6050000000001
1509498000,1017.6234999999999
1509498600,1017.6348333333332
1509499200,1017.6215
1509499800,1017.6435000000001
1509500400,1017.7028333333334
1509501000,1017.6805
1509501600,1017.5925
1509502200,1017.4249999999998
1509502800,1017.1951666666666
1509503400,1017.0721666666665
1509504000,1016.9298333333332
1509504600,1016.7798333333334
1509505200,1016.6543333333335
1509505800,1016.4221666666666
1509506400,1016.2075000000001
1509507000,1015.97
1509507600,1015.816
1509508200,1015.6043666666667
1509508800,1015.4166666666666
1509509400,1015.2346666666668
1509510000,1015.0238333333331
1509510600,1014.8155
1509511200,1014.5913333333334
1509511800,1014.4943333333334
1509512400,1014.2445000000001
1509513000,1014.0539999999999
1509513600,1013.8808333333333
1509514200,1013.6621666666667
1509514800,1013.4111666666665
1509515400,1013.1940000000001
1509516000,1013.1438333333333
1509516600,1012.9889999999999
1509517200,1012.8063333333333
1509517800,1012.729
1509518400,1012.5695
1509519000,1012.4333333333332
1509519600,1012.293
1509520200,1012.1578333333333
1509520800,1012.0844999999999
1509521400,1011.9709
1509522000,1012.0138333333334
1509522600,1012.1001666666667
1509523200,1012.1163333333334
1509523800,1012.1435000000001
1509524400,1012.1826666666668
1509525000,1012.2633333333333
1509525600,1012.253
1509526200,1012.2518333333334
1509526800,1012.3158333333331
1509527400,1012.3966666666668
1509528000,1012.4538333333334
1509528600,1012.4411666666667
1509529200,1012.515
1509529800,1012.5608333333333
1509530400,1012.6821666666667
1509531000,1012.7736666666666
1509531600,1012.8625
1509532200,1012.9766666666667
1509532800,1013.0433333333333
1509533400,1013.1986666666666
1509534000,1013.4058333333332
1509534600,1013.5533666666666
1509535200,1013.6533333333333
1509535800,1013.8026666666667
1509536400,1013.9218333333332
1509537000,1014.021
1509537600,1014.2076666666666
1509538200,1014.3396666666667
1509538800,1014.2629999999999
1509539400,1014.3908333333333
1509540000,1014.452
1509540600,1014.5611666666666
1509541200,1014.6246666666668
1509541800,1014.6086666666667
1509542400,1014.5415
1509543000,1014.524
1509543600,1014.6195
1509544200,1014.6816666666667
1509544800,1014.7238333333335
1509545400,1014.7275000000002
1509546000,1014.7286666666669
1509546600,1014.7363333333335
1509547200,1014.729
1509547800,1014.6697666666666
1509548400,1014.6583333333332
1509549000,1014.5738333333333
1509549600,1014.5286666666667
1509550200,1014.4938333333333
1509550800,1014.4078333333334
1509551400,1014.4056666666668
1509552000,1014.4070000000002
1509552600,1014.2875
1509553200,1014.2013333333334
1509553800,1014.1938333333331
1509554400,1014.1373333333333
1509555000,1014.0816666666666
1509555600,1013.9739999999999
1509556200,1013.7685000000001
1509556800,1013.7013333333334
1509557400,1013.5888333333335
1509558000,1013.4756666666666
1509558600,1013.3021666666667
1509559200,1013.22
1509559800,1013.1634999999999
1509560400,1013.1176666666667
1509561000,1013.1157333333334
1509561600,1013.1218333333334
1509562200,1013.0668333333331
1509562800,1012.9136666666667
1509563400,1012.8306666666665
1509564000,1012.8246666666666
1509564600,1012.7553333333333
1509565200,1012.6831666666667
1509565800,1012.7321666666667
1509566400,1012.6746666666666
1509567000,1012.6456666666666
1509567600,1012.6406666666666
1509568200,1012.5936666666666
1509568800,1012.6151666666667
1509569400,1012.5503333333332
1509570000,1012.576
1509570600,1012.6875
1509571200,1012.7535
1509571800,1012.8051666666667
1509572400,1012.9261666666665
1509573000,1013.0685
1509573600,1013.2186666666666
1509574200,1013.2777333333331
1509574800,1013.3275
1509575400,1013.365
1509576000,1013.4366666666667
1509576600,1013.3911666666667
1509577200,1013.4661666666667
1509577800,1013.5801666666666
1509578400,1013.658
1509579000,1013.7406666666666
1509579600,1013.8413333333334
1509580200,1013.9246666666668
1509580800,1014.1060000000001
1509581400,1014.1968333333334
1509582000,1014.3331666666667
1509582600,1014.4118333333333
1509583200,1014.4618333333332
1509583800,1014.5024999999999
1509584400,1014.5305000000001
1509585000,1014.601
1509585600,1014.5750000000002
1509586200,1014.5304999999998
1509586800,1014.4499999999998
1509587400,1014.3092999999999
1509588000,1014.2248333333333
1509588600,1014.0799999999999
1509589200,1013.9346666666667
1509589800,1013.8235000000001
1509590400,1013.643
1509591000,1013.443
1509591600,1013.258
1509592200,1013.1473333333331
1509592800,1013.0006666666666
1509593400,1012.8758333333335
1509594000,1012.7035
1509594600,1012.4713333333333
1509595200,1012.3051666666667
1509595800,1012.1101666666666
1509596400,1011.8751666666667
1509597000,1011.586
1509597600,1011.4514999999999
1509598200,1011.2639999999999
1509598800,1011.0921666666667
1509599400,1011.0001666666667
1509600000,1010.8793333333333
1509600600,1010.7298000000001
1509601200,1010.6674999999999
1509601800,1010.5745
1509602400,1010.543
1509603000,1010.4514999999999
1509603600,1010.3816666666665
1509604200,1010.3313333333333
1509604800,1010.3033333333333
1509605400,1010.2265
1509606000,1010.1598333333334
1509606600,1010.0863333333333
1509607200,1009.9870000000001
1509607800,1010.0028333333333
1509608400,1010.0683333333333
1509609000,1010.1421666666668
1509609600,1010.192
1509610200,1010.1868333333334
1509610800,1010.1363333333333
1509611400,1010.1396666666667
1509612000,1010.1703333333331
1509612600,1010.2105000000001
1509613200,1010.2861666666665
1509613800,1010.3734666666667
1509614400,1010.436
1509615000,1010.4651666666668
1509615600,1010.516
1509616200,1010.5878333333334
1509616800,1010.6621666666667
1509617400,1010.8051666666667
1509618000,1010.9623333333333
1509618600,1011.0424999999999
1509619200,1011.1138333333334
1509619800,1011.257
1509620400,1011.4038333333334
1509621000,1011.5393333333334
1509621600,1011.6856666666666
1509622200,1011.8126666666667
1509622800,1011.9060000000002
1509623400,1012.016
1509624000,1012.0933333333332
1509624600,1012.1751666666667
1509625200,1012.2561666666664
1509625800,1012.3206666666669
1509626400,1012.3533333333332
1509627000,1012.4244999999999
1509627600,1012.5174999999999
1509628200,1012.6458333333334
1509628800,1012.7798333333334
1509629400,1012.8668333333333
1509630000,1012.8568333333333
1509630600,1012.8616666666667
1509631200,1012.9423333333332
1509631800,1012.9958333333334
1509632400,1013.0486666666668
1509633000,1013.0421666666667
1509633600,1013.0391666666667
1509634200,1013.0319999999999
1509634800,1013.0915000000001
1509635400,1013.0816666666666
1509636000,1013.0331666666667
1509636600,1012.9816666666666
1509637200,1012.8545000000001
1509637800,1012.8808333333334
1509638400,1012.848
1509639000,1012.8143333333334
1509639600,1012.8176333333331
1509640200,1012.7494999999999
1509640800,1012.6923333333334
1509641400,1012.6514999999999
1509642000,1012.5841666666668
1509642600,1012.5611666666667
1509643200,1012.4846666666666
1509643800,1012.3761666666667
1509644400,1012.3973333333333
1509645000,1012.3643333333333
1509645600,1012.3666666666666
1509646200,1012.3395
1509646800,1012.3320000000001
1509647400,1012.2808333333335
1509648000,1012.2581666666667
1509648600,1012.2724999999998
1509649200,1012.1798333333332
1509649800,1012.1966666666667
1509650400,1012.1343333333334
1509651000,1012.1055
1509651600,1012.1171666666665
1509652200,1012.1626666666667
1509652800,1012.1712
1509653400,1012.1505
1509654000,1012.2
1509654600,1012.1685
1509655200,1012.186
1509655800,1012.29
1509656400,1012.4285
1509657000,1012.5421666666667
1509657600,1012.6724999999999
1509658200,1012.8369999999999
1509658800,1012.9260000000002
1509659400,1013.0285
1509660000,1013.2294999999998
1509660600,1013.45
1509661200,1013.6491666666665
1509661800,1013.8268333333333
1509662400,1014.0716666666667
1509663000,1014.2955
1509663600,1014.4254999999999
1509664200,1014.5794999999998
1509664800,1014.7208333333332
1509665400,1014.8041666666666
1509666000,1014.8351333333333
1509666600,1014.8905000000001
1509667200,1015.0764999999999
1509667800,1015.204
1509668400,1015.3294999999998
1509669000,1015.5230000000001
1509669600,1015.756
1509670200,1015.8485000000001
1509670800,1015.8755000000001
1509671400,1015.9410000000001
1509672000,1016.0055
1509672600,1016.1439999999999
1509673200,1016.1699999999998
1509673800,1016.1865
1509674400,1016.1473333333331
1509675000,1015.9938333333333
1509675600,1015.9596666666669
1509676200,1015.8498333333333
1509676800,1015.765
1509677400,1015.5939999999998
1509678000,1015.3608333333332
1509678600,1015.1966666666667
1509679200,1015.1043999999999
1509679800,1014.9925000000001
1509680400,1014.8710000000001
1509681000,1014.6875
1509681600,1014.4739999999998
1509682200,1014.3325000000001
1509682800,1014.2104999999999
1509683400,1013.9730000000002
1509684000,1013.8159999999998
1509684600,1013.6105
1509685200,1013.4395000000001
1509685800,1013.308
1509686400,1013.1135
1509687000,1013.0215000000001
1509687600,1012.9200000000001
1509688200,1012.7974999999999
1509688800,1012.7095000000002
1509689400,1012.6428333333333
1509690000,1012.5233333333333
1509690600,1012.4333333333332
1509691200,1012.4019999999998
1509691800,1012.3266666666666
1509692400,1012.3100666666666
1509693000,1012.3595000000001
1509693600,1012.3544999999998
1509694200,1012.3885
1509694800,1012.3779999999999
1509695400,1012.417
1509696000,1012.4665000000001
1509696600,1012.5779999999999
1509697200,1012.749
1509697800,1012.8610000000001
1509698400,1012.934
1509699000,1012.993
1509699600,1013.0745000000001
1509700200,1013.086
1509700800,1013.1270000000001
1509701400,1013.2415000000001
1509702000,1013.3036666666667
1509702600,1013.3691666666666
1509703200,1013.4414999999999
1509703800,1013.6299999999999
1509704400,1013.7871666666666
1509705000,1013.8882666666666
1509705600,1014.024
1509706200,1014.1495000000001
1509706800,1014.164
1509707400,1014.3039999999999
1509708000,1014.5285
1509708600,1014.6955
1509709200,1014.876
1509709800,1014.948
1509710400,1015.1095000000001
1509711000,1015.2854999999997
1509711600,1015.3565000000001
1509712200,1015.598
1509712800,1015.7090000000001
1509713400,1015.829
1509714000,1015.899
1509714600,1015.9540000000001
1509715200,1016.0845000000002
1509715800,1016.1555000000001
1509716400,1016.141
1509717000,1016.1891666666667
1509717600,1016.3208333333334
1509718200,1016.3485333333334
1509718800,1016.3124999999998
1509719400,1016.3715
1509720000,1016.3945
1509720600,1016.406
1509721200,1016.6290000000001
1509721800,1016.7450000000001
1509722400,1016.6905
1509723000,1016.6870000000001
1509723600,1016.7134999999998
1509724200,1016.6804999999998
1509724800,1016.7460000000001
1509725400,1016.7865000000002
1509726000,1016.7564999999998
1509726600,1016.7265000000001
1509727200,1016.677
1509727800,1016.7299999999999
1509728400,1016.7654999999999
1509729000,1016.7815
1509729600,1016.8465
1509730200,1016.7795
1509730800,1016.7557999999999
1509731400,1016.7731666666666
1509732000,1016.6623333333333
1509732600,1016.5540000000001
1509733200,1016.5869999999999
1509733800,1016.6305000000002
1509734400,1016.5869999999999
1509735000,1016.5595000000001
1509735600,1016.5619999999999
1509736200,1016.5870000000001
1509736800,1016.6200000000001
1509737400,1016.7254999999999
1509738000,1016.7535
1509738600,1016.7774999999999
1509739200,1016.775
1509739800,1016.8389999999999
1509740400,1016.8695000000001
1509741000,1016.9305
1509741600,1016.9784999999999
1509742200,1017.0020000000001
1509742800,1017.024
1509743400,1017.104
1509744000,1017.0736666666666
1509744600,1017.1088333333333
1509745200,1017.2158333333333
1509745800,1017.3700000000001
1509746400,1017.441
1509747000,1017.5064999999998
1509747600,1017.6524999999999
1509748200,1017.7965000000002
1509748800,1017.9580000000002
1509749400,1017.9955
1509750000,1018.0889999999999
1509750600,1018.2035000000002
1509751200,1018.317
1509751800,1018.3455
1509752400,1018.3685000000002
1509753000,1018.3975000000003
1509753600,1018.4890000000001
1509754200,1018.6100000000002
1509754800,1018.7235000000001
1509755400,1018.9129999999999
1509756000,1018.9984999999999
1509756600,1019.1140000000001
1509757200,1019.1774333333335
1509757800,1019.2890000000001
1509758400,1019.4141666666668
1509759000,1019.4828333333332
1509759600,1019.4641666666666
1509760200,1019.3568333333335
1509760800,1019.2211666666666
1509761400,1019.1499999999999
1509762000,1019.0350000000001
1509762600,1018.999
1509763200,1018.9849999999999
1509763800,1018.8248333333333
1509764400,1018.6516666666666
1509765000,1018.5458333333332
1509765600,1018.499
1509766200,1018.405
1509766800,1018.3790000000001
1509767400,1018.29
1509768000,1018.158
1509768600,1018.0140000000001
1509769200,1017.841
1509769800,1017.6714666666667
1509770400,1017.3898333333334
1509771000,1017.1441666666666
1509771600,1016.9183333333334
1509772200,1016.8306666666667
1509772800,1016.6308333333334
1509773400,1016.5073333333333
1509774000,1016.3996666666668
1509774600,1016.2196666666666
1509775200,1016.1154999999999
1509775800,1016.0380000000001
1509776400,1015.9296666666667
1509777000,1015.8443333333332
1509777600,1015.735
1509778200,1015.6754999999999
1509778800,1015.7151666666666
1509779400,1015.7123333333335
1509780000,1015.7571666666666
1509780600,1015.7545000000002
1509781200,1015.8071666666665
1509781800,1015.8084999999999
1509782400,1015.8825666666668
1509783000,1015.9596666666666
1509783600,1016.0423333333332
1509784200,1016.1653333333334
1509784800,1016.1916666666666
1509785400,1016.2613333333331
1509786000,1016.3763333333334
1509786600,1016.4871666666664
1509787200,1016.534
1509787800,1016.4974999999998
